qid,name,gender,year,prize,portion,motivation,affiliation
Q183279,Zhores I. Alferov,male,2000,Physics,1/4,for developing semiconductor heterostructures used in high-speed- and opto-electronics,A.F. Ioffe Physico-Technical Institute
Q206379,Carl E. Wieman,male,2001,Physics,1/3,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","University of Colorado, JILA"
Q205954,Eric A. Cornell,male,2001,Physics,1/3,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates","University of Colorado, JILA"
Q76462,Wolfgang Ketterle,male,2001,Physics,1/3,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",Massachusetts Institute of Technology (MIT)
Q155773,Masatoshi Koshiba,male,2002,Physics,1/4,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",University of Tokyo
Q175519,Raymond Davis Jr.,male,2002,Physics,1/4,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",University of Pennsylvania
Q186481,Riccardo Giacconi,male,2002,Physics,1/2,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",Associated Universities Inc.
Q188128,Alexei Alexeyevich Abrikosov,male,2003,Physics,1/3,for pioneering contributions to the theory of superconductors and superfluids,Argonne National Laboratory
Q192718,Anthony J. Leggett,male,2003,Physics,1/3,for pioneering contributions to the theory of superconductors and superfluids,University of Illinois
Q104668,Vitaly Lazarevich Ginzburg,male,2003,Physics,1/3,for pioneering contributions to the theory of superconductors and superfluids,P.N. Lebedev Physical Institute
Q40262,David J. Gross,male,2004,Physics,1/3,for the discovery of asymptotic freedom in the theory of the strong interaction,"University of California, Kavli Institute for Theoretical Physics"
Q107450,Frank Wilczek,male,2004,Physics,1/3,for the discovery of asymptotic freedom in the theory of the strong interaction,Massachusetts Institute of Technology (MIT)
Q107407,H. David Politzer,male,2004,Physics,1/3,for the discovery of asymptotic freedom in the theory of the strong interaction,California Institute of Technology (Caltech)
Q206390,John L. Hall,male,2005,Physics,1/4,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique","University of Colorado, JILA"
Q64188,Roy J. Glauber,male,2005,Physics,1/2,for his contribution to the quantum theory of optical coherence,Harvard University
Q71013,Theodor W. Hänsch,male,2005,Physics,1/4,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",Max Planck Institute of Quantum Optics
Q179572,George F. Smoot,male,2006,Physics,1/2,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,University of California
Q104651,John C. Mather,male,2006,Physics,1/2,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,NASA Goddard Space Flight Center
Q153219,Albert Fert,male,2007,Physics,1/2,for the discovery of Giant Magnetoresistance,Universit&eacute; Paris-Sud
Q57120,Peter Grünberg,male,2007,Physics,1/2,for the discovery of Giant Magnetoresistance,Forschungszentrum J&uuml;lich
Q202164,Makoto Kobayashi,male,2008,Physics,1/4,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,High Energy Accelerator Research Organization (KEK)
Q202168,Toshihide Maskawa,male,2008,Physics,1/4,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,Kyoto Sangyo University
Q188120,Yoichiro Nambu,male,2008,Physics,1/2,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,"Enrico Fermi Institute, University of Chicago"
Q16389,Charles Kuen Kao,male,2009,Physics,1/2,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,Standard Telecommunication Laboratories
Q76373,George E. Smith,male,2009,Physics,1/4,for the invention of an imaging semiconductor circuit - the CCD sensor,Bell Laboratories
Q73058,Willard S. Boyle,male,2009,Physics,1/4,for the invention of an imaging semiconductor circuit - the CCD sensor,Bell Laboratories
Q104104,Andre Geim,male,2010,Physics,1/2,for groundbreaking experiments regarding the two-dimensional material graphene,University of Manchester
Q106494,Konstantin Novoselov,male,2010,Physics,1/2,for groundbreaking experiments regarding the two-dimensional material graphene,University of Manchester
Q106454,Adam G. Riess,male,2011,Physics,1/4,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Johns Hopkins University
Q201452,Brian P. Schmidt,male,2011,Physics,1/4,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Australian National University
Q106949,Saul Perlmutter,male,2011,Physics,1/2,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Lawrence Berkeley National Laboratory
Q61045,David J. Wineland,male,2012,Physics,1/2,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,National Institute of Standards and Technology
Q109588,Serge Haroche,male,2012,Physics,1/2,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,Collège de France
Q151746,François Englert,male,2013,Physics,1/2,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",Université Libre de Bruxelles
Q192112,Peter W. Higgs,male,2013,Physics,1/2,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",University of Edinburgh
Q11443689,Hiroshi Amano,male,2014,Physics,1/3,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Nagoya University
Q1673706,Isamu Akasaki,male,2014,Physics,1/3,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Meijo University
Q730065,Shuji Nakamura,male,2014,Physics,1/3,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,University of California
Q710597,Arthur B. McDonald,male,2015,Physics,1/2,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",Queen's University
Q11538917,Takaaki Kajita,male,2015,Physics,1/2,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",University of Tokyo
Q726394,David J. Thouless,male,2016,Physics,1/2,for theoretical discoveries of topological phase transitions and topological phases of matter,University of Washington
Q1002250,F. Duncan M. Haldane,male,2016,Physics,1/4,for theoretical discoveries of topological phase transitions and topological phases of matter,Princeton University
Q1700920,J. Michael Kosterlitz,male,2016,Physics,1/4,for theoretical discoveries of topological phase transitions and topological phases of matter,Brown University
Q15900993,Barry C. Barish,male,2017,Physics,1/4,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration
Q323320,Kip S. Thorne,male,2017,Physics,1/4,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration
Q2128461,Rainer Weiss,male,2017,Physics,1/2,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration
Q708472,Arthur Ashkin,male,2018,Physics,1/2,for the optical tweezers and their application to biological systems,Bell Laboratories
Q56855591,Donna Strickland,female,2018,Physics,1/4,"for their method of generating high-intensity, ultra-short optical pulses",University of Waterloo
Q556543,Gérard Mourou,male,2018,Physics,1/4,"for their method of generating high-intensity, ultra-short optical pulses",École Polytechnique
Q124013,Didier Queloz,male,2019,Physics,1/4,for the discovery of an exoplanet orbiting a solar-type star,University of Geneva
Q728331,James Peebles,male,2019,Physics,1/2,for theoretical discoveries in physical cosmology,Princeton University
Q123975,Michel Mayor,male,2019,Physics,1/4,for the discovery of an exoplanet orbiting a solar-type star,University of Geneva
Q493956,Andrea Ghez,female,2020,Physics,1/4,for the discovery of a supermassive compact object at the centre of our galaxy,University of California
Q65807,Reinhard Genzel,male,2020,Physics,1/4,for the discovery of a supermassive compact object at the centre of our galaxy,Max Planck Institute for Extraterrestrial Physics
Q193803,Roger Penrose,male,2020,Physics,1/2,for the discovery that black hole formation is a robust prediction of the general theory of relativity,University of Oxford
Q1235614,Giorgio Parisi,male,2021,Physics,1/2,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,Sapienza University of Rome
Q109370,Klaus Hasselmann,male,2021,Physics,1/4,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",Max Planck Institute for Meteorology
Q3675789,Syukuro Manabe,male,2021,Physics,1/4,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",Princeton University
Q364997,Alain Aspect,male,2022,Physics,1/3,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",Institut d’Optique Graduate School – Université Paris-Saclay
Q78610,Anton Zeilinger,male,2022,Physics,1/3,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",University of Vienna
Q1365270,John F. Clauser,male,2022,Physics,1/3,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",J.F. Clauser & Assoc.
Q565544,Anne L’Huillier,female,2023,Physics,1/3,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Lund University
Q86970,Ferenc Krausz,male,2023,Physics,1/3,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Max Planck Institute of Quantum Optics
Q122921025,Pierre Agostini,male,2023,Physics,1/3,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,The Ohio State University
Q92894,Geoffrey Hinton,male,2024,Physics,1/2,for foundational discoveries and inventions that enable machine learning with artificial neural networks,University of Toronto
Q391237,John J. Hopfield,male,2024,Physics,1/2,for foundational discoveries and inventions that enable machine learning with artificial neural networks,Princeton University
Q555849,John Clarke,male,2025,Physics,1/3,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,University of California
Q28976188,John M. Martinis,male,2025,Physics,1/3,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,University of California
Q26703310,Michel H. Devoret,male,2025,Physics,1/3,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,Yale University
Q76425,Emil Adolf von Behring,male,1901,Physiology/Medicine,1,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths",Marburg University
Q102034,Ronald Ross,male,1902,Physiology/Medicine,1,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",University College
Q182964,Niels Ryberg Finsen,male,1903,Physiology/Medicine,1,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science",Finsen Medical Light Institute
Q42985,Ivan Petrovich Pavlov,male,1904,Physiology/Medicine,1,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged",Military Medical Academy
Q37193,Robert Koch,male,1905,Physiology/Medicine,1,for his investigations and discoveries in relation to tuberculosis,Institute for Infectious Diseases
Q150630,Camillo Golgi,male,1906,Physiology/Medicine,1/2,in recognition of their work on the structure of the nervous system,Pavia University
Q150526,Santiago Ramón y Cajal,male,1906,Physiology/Medicine,1/2,in recognition of their work on the structure of the nervous system,Madrid University
Q189006,Charles Louis Alphonse Laveran,male,1907,Physiology/Medicine,1,in recognition of his work on the role played by protozoa in causing diseases,Institut Pasteur
Q172254,Ilya Ilyich Mechnikov,male,1908,Physiology/Medicine,1/2,in recognition of their work on immunity,Institut Pasteur
Q57089,Paul Ehrlich,male,1908,Physiology/Medicine,1/2,in recognition of their work on immunity,Goettingen University
Q115478,Emil Theodor Kocher,male,1909,Physiology/Medicine,1,"for his work on the physiology, pathology and surgery of the thyroid gland",Berne University
Q57128,Albrecht Kossel,male,1910,Physiology/Medicine,1,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",University of Heidelberg
Q192651,Allvar Gullstrand,male,1911,Physiology/Medicine,1,for his work on the dioptrics of the eye,Uppsala University
Q185777,Alexis Carrel,male,1912,Physiology/Medicine,1,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,Rockefeller Institute for Medical Research
Q214851,Charles Robert Richet,male,1913,Physiology/Medicine,1,in recognition of his work on anaphylaxis,Sorbonne University
Q78478,Robert Bárány,male,1914,Physiology/Medicine,1,for his work on the physiology and pathology of the vestibular apparatus,Vienna University
Q211787,Jules Bordet,male,1919,Physiology/Medicine,1,for his discoveries relating to immunity,Brussels University
Q152187,Schack August Steenberg Krogh,male,1920,Physiology/Medicine,1,for his discovery of the capillary motor regulating mechanism,Copenhagen University
Q155375,Archibald Vivian Hill,male,1922,Physiology/Medicine,1/2,for his discovery relating to the production of heat in the muscle,London University
Q57132,Otto Fritz Meyerhof,male,1922,Physiology/Medicine,1/2,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,Kiel University
Q180350,Frederick Grant Banting,male,1923,Physiology/Medicine,1/2,for the discovery of insulin,University of Toronto
Q232024,John James Rickard Macleod,male,1923,Physiology/Medicine,1/2,for the discovery of insulin,University of Toronto
Q189488,Willem Einthoven,male,1924,Physiology/Medicine,1,for his discovery of the mechanism of the electrocardiogram,Leiden University
Q216324,Johannes Andreas Grib Fibiger,male,1926,Physiology/Medicine,1,for his discovery of the Spiroptera carcinoma,Copenhagen University
Q78479,Julius Wagner-Jauregg,male,1927,Physiology/Medicine,1,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Vienna University
Q233965,Charles Jules Henri Nicolle,male,1928,Physiology/Medicine,1,for his work on typhus,Institut Pasteur
Q107609,Christiaan Eijkman,male,1929,Physiology/Medicine,1/2,for his discovery of the antineuritic vitamin,Utrecht University
Q233976,Sir Frederick Gowland Hopkins,male,1929,Physiology/Medicine,1/2,for his discovery of the growth-stimulating vitamins,University of Cambridge
Q84405,Karl Landsteiner,male,1930,Physiology/Medicine,1,for his discovery of human blood groups,Rockefeller Institute for Medical Research
Q76464,Otto Heinrich Warburg,male,1931,Physiology/Medicine,1,for his discovery of the nature and mode of action of the respiratory enzyme,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie
Q231292,Edgar Douglas Adrian,male,1932,Physiology/Medicine,1/2,for their discoveries regarding the functions of neurons,University of Cambridge
Q213504,Sir Charles Scott Sherrington,male,1932,Physiology/Medicine,1/2,for their discoveries regarding the functions of neurons,University of Oxford
Q177681,Thomas Hunt Morgan,male,1933,Physiology/Medicine,1,for his discoveries concerning the role played by the chromosome in heredity,California Institute of Technology (Caltech)
Q273238,George Hoyt Whipple,male,1934,Physiology/Medicine,1/3,for their discoveries concerning liver therapy in cases of anaemia,University of Rochester
Q245000,George Richards Minot,male,1934,Physiology/Medicine,1/3,for their discoveries concerning liver therapy in cases of anaemia,Harvard University
Q80323,William Parry Murphy,male,1934,Physiology/Medicine,1/3,for their discoveries concerning liver therapy in cases of anaemia,Harvard University
Q57568,Hans Spemann,male,1935,Physiology/Medicine,1,for his discovery of the organizer effect in embryonic development,University of Freiburg im Breisgau
Q77173,Otto Loewi,male,1936,Physiology/Medicine,1/2,for their discoveries relating to chemical transmission of nerve impulses,Graz University
Q72194,Sir Henry Hallett Dale,male,1936,Physiology/Medicine,1/2,for their discoveries relating to chemical transmission of nerve impulses,National Institute for Medical Research
Q180468,Albert von Szent-Györgyi Nagyrápolt,male,1937,Physiology/Medicine,1,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",Szeged University
Q156482,Corneille Jean François Heymans,male,1938,Physiology/Medicine,1,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,Ghent University
Q57192,Gerhard Domagk,male,1939,Physiology/Medicine,1,for the discovery of the antibacterial effects of prontosil,Munster University
Q230612,Edward Adelbert Doisy,male,1943,Physiology/Medicine,1/2,for his discovery of the chemical nature of vitamin K,Saint Louis University
Q190501,Henrik Carl Peter Dam,male,1943,Physiology/Medicine,1/2,for his discovery of vitamin K,Polytechnic Institute
Q273201,Herbert Spencer Gasser,male,1944,Physiology/Medicine,1/2,for their discoveries relating to the highly differentiated functions of single nerve fibres,Rockefeller Institute for Medical Research
Q243532,Joseph Erlanger,male,1944,Physiology/Medicine,1/2,for their discoveries relating to the highly differentiated functions of single nerve fibres,Washington University
Q58054,Ernst Boris Chain,male,1945,Physiology/Medicine,1/3,for the discovery of penicillin and its curative effect in various infectious diseases,University of Oxford
Q37064,Sir Alexander Fleming,male,1945,Physiology/Medicine,1/3,for the discovery of penicillin and its curative effect in various infectious diseases,London University
Q137106,Sir Howard Walter Florey,male,1945,Physiology/Medicine,1/3,for the discovery of penicillin and its curative effect in various infectious diseases,University of Oxford
Q83598,Hermann Joseph Muller,male,1946,Physiology/Medicine,1,for the discovery of the production of mutations by means of X-ray irradiation,Indiana University
Q237160,Bernardo Alberto Houssay,male,1947,Physiology/Medicine,1/2,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine)
Q78501,Carl Ferdinand Cori,male,1947,Physiology/Medicine,1/4,for their discovery of the course of the catalytic conversion of glycogen,Washington University
Q204733,"Gerty Theresa Cori, née Radnitz",female,1947,Physiology/Medicine,1/4,for their discovery of the course of the catalytic conversion of glycogen,Washington University
Q115475,Paul Hermann Müller,male,1948,Physiology/Medicine,1,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.)
Q273219,António Caetano de Abreu Freire Egas Moniz,male,1949,Physiology/Medicine,1/2,for his discovery of the therapeutic value of leucotomy in certain psychoses,University of Lisbon
Q115470,Walter Rudolf Hess,male,1949,Physiology/Medicine,1/2,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,University of Zurich
Q110101,Edward Calvin Kendall,male,1950,Physiology/Medicine,1/3,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Mayo Clinic
Q235651,Philip Showalter Hench,male,1950,Physiology/Medicine,1/3,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Mayo Clinic
Q115490,Tadeus Reichstein,male,1950,Physiology/Medicine,1/3,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Basel University
Q46928,Max Theiler,male,1951,Physiology/Medicine,1,for his discoveries concerning yellow fever and how to combat it,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation"
Q232308,Selman Abraham Waksman,male,1952,Physiology/Medicine,1,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",Rutgers University
Q77104,Fritz Albert Lipmann,male,1953,Physiology/Medicine,1/2,for his discovery of co-enzyme A and its importance for intermediary metabolism,Harvard Medical School
Q57191,Hans Adolf Krebs,male,1953,Physiology/Medicine,1/2,for his discovery of the citric acid cycle,Sheffield University
Q309885,Frederick Chapman Robbins,male,1954,Physiology/Medicine,1/3,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Western Reserve University
Q312961,John Franklin Enders,male,1954,Physiology/Medicine,1/3,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Harvard Medical School
Q310131,Thomas Huckle Weller,male,1954,Physiology/Medicine,1/3,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,"Research Division of Infectious Diseases, Children's Medical Center"
Q156480,Axel Hugo Theodor Theorell,male,1955,Physiology/Medicine,1,for his discoveries concerning the nature and mode of action of oxidation enzymes,"Karolinska Institutet, Nobel Medical Institute"
Q271757,André Frédéric Cournand,male,1956,Physiology/Medicine,1/3,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital"
Q312963,Dickinson W. Richards,male,1956,Physiology/Medicine,1/3,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Columbia University
Q77152,Werner Forssmann,male,1956,Physiology/Medicine,1/3,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Mainz University
Q115448,Daniel Bovet,male,1957,Physiology/Medicine,1,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",Istituto Superiore di Sanità (Chief Institute of Public Health)
Q237499,Edward Lawrie Tatum,male,1958,Physiology/Medicine,1/4,for their discovery that genes act by regulating definite chemical events,Rockefeller Institute for Medical Research
Q238739,George Wells Beadle,male,1958,Physiology/Medicine,1/4,for their discovery that genes act by regulating definite chemical events,California Institute of Technology (Caltech)
Q218823,Joshua Lederberg,male,1958,Physiology/Medicine,1/2,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,University of Wisconsin
Q295678,Arthur Kornberg,male,1959,Physiology/Medicine,1/2,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,Stanford University
Q233957,Severo Ochoa,male,1959,Physiology/Medicine,1/2,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,"New York University, College of Medicine"
Q214209,Peter Brian Medawar,male,1960,Physiology/Medicine,1/2,for discovery of acquired immunological tolerance,University College
Q193550,Sir Frank Macfarlane Burnet,male,1960,Physiology/Medicine,1/2,for discovery of acquired immunological tolerance,Walter and Eliza Hall Institute for Medical Research
Q238716,Georg von Békésy,male,1961,Physiology/Medicine,1,for his discoveries of the physical mechanism of stimulation within the cochlea,Harvard University
Q123280,Francis Harry Compton Crick,male,1962,Physiology/Medicine,1/3,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,MRC Laboratory of Molecular Biology
Q83333,James Dewey Watson,male,1962,Physiology/Medicine,1/3,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Harvard University
Q184659,Maurice Hugh Frederick Wilkins,male,1962,Physiology/Medicine,1/3,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,London University
Q193650,Alan Lloyd Hodgkin,male,1963,Physiology/Medicine,1/3,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,University of Cambridge
Q104607,Andrew Fielding Huxley,male,1963,Physiology/Medicine,1/3,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,University College
Q273223,Sir John Carew Eccles,male,1963,Physiology/Medicine,1/3,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Australian National University
Q44597,Feodor Lynen,male,1964,Physiology/Medicine,1/2,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Max-Planck-Institut für Zellchemie
Q35698,Konrad Bloch,male,1964,Physiology/Medicine,1/2,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Harvard University
Q223309,André Lwoff,male,1965,Physiology/Medicine,1/3,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur
Q218311,François Jacob,male,1965,Physiology/Medicine,1/3,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur
Q231402,Jacques Monod,male,1965,Physiology/Medicine,1/3,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur
Q155371,Charles Brenton Huggins,male,1966,Physiology/Medicine,1/2,for his discoveries concerning hormonal treatment of prostatic cancer,"University of Chicago, Ben May Laboratory for Cancer Research"
Q298707,Peyton Rous,male,1966,Physiology/Medicine,1/2,for his discovery of tumour-inducing viruses,Rockefeller University
Q295724,George Wald,male,1967,Physiology/Medicine,1/3,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Harvard University
Q309879,Haldan Keffer Hartline,male,1967,Physiology/Medicine,1/3,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Rockefeller University
Q217722,Ragnar Granit,male,1967,Physiology/Medicine,1/3,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Karolinska Institutet
Q107462,Har Gobind Khorana,male,1968,Physiology/Medicine,1/3,for their interpretation of the genetic code and its function in protein synthesis,University of Wisconsin
Q110060,Marshall W. Nirenberg,male,1968,Physiology/Medicine,1/3,for their interpretation of the genetic code and its function in protein synthesis,National Institutes of Health
Q108891,Robert W. Holley,male,1968,Physiology/Medicine,1/3,for their interpretation of the genetic code and its function in protein synthesis,Cornell University
Q271703,Alfred D. Hershey,male,1969,Physiology/Medicine,1/3,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Carnegie Institution of Washington
Q76807,Max Delbrück,male,1969,Physiology/Medicine,1/3,for their discoveries concerning the replication mechanism and the genetic structure of viruses,California Institute of Technology (Caltech)
Q205667,Salvador E. Luria,male,1969,Physiology/Medicine,1/3,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Massachusetts Institute of Technology (MIT)
Q110106,Julius Axelrod,male,1970,Physiology/Medicine,1/3,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",National Institutes of Health
Q4517,Sir Bernard Katz,male,1970,Physiology/Medicine,1/3,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",University College
Q237142,Ulf von Euler,male,1970,Physiology/Medicine,1/3,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",Karolinska Institutet
Q68118,"Earl W. Sutherland, Jr.",male,1971,Physiology/Medicine,1,for his discoveries concerning the mechanisms of the action of hormones,Vanderbilt University
Q271766,Gerald M. Edelman,male,1972,Physiology/Medicine,1/2,for their discoveries concerning the chemical structure of antibodies,Rockefeller University
Q295700,Rodney R. Porter,male,1972,Physiology/Medicine,1/2,for their discoveries concerning the chemical structure of antibodies,University of Oxford
Q60060,Karl von Frisch,male,1973,Physiology/Medicine,1/3,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Zoologisches Institut der Universität München
Q78496,Konrad Lorenz,male,1973,Physiology/Medicine,1/3,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie"
Q153890,Nikolaas Tinbergen,male,1973,Physiology/Medicine,1/3,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,University of Oxford
Q233943,Albert Claude,male,1974,Physiology/Medicine,1/3,for their discoveries concerning the structural and functional organization of the cell,Université Catholique de Louvain
Q234590,Christian de Duve,male,1974,Physiology/Medicine,1/3,for their discoveries concerning the structural and functional organization of the cell,Rockefeller University
Q219718,George E. Palade,male,1974,Physiology/Medicine,1/3,for their discoveries concerning the structural and functional organization of the cell,"Yale University, School of Medicine"
Q234949,David Baltimore,male,1975,Physiology/Medicine,1/3,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Massachusetts Institute of Technology (MIT)
Q243536,Howard Martin Temin,male,1975,Physiology/Medicine,1/3,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,University of Wisconsin
Q109553,Renato Dulbecco,male,1975,Physiology/Medicine,1/3,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Imperial Cancer Research Fund Laboratory
Q105830,Baruch S. Blumberg,male,1976,Physiology/Medicine,1/2,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,The Institute for Cancer Research
Q108576,D. Carleton Gajdusek,male,1976,Physiology/Medicine,1/2,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,National Institutes of Health
Q141147,Andrew V. Schally,male,1977,Physiology/Medicine,1/4,for their discoveries concerning the peptide hormone production of the brain,Veterans Administration Hospital
Q242169,Roger Guillemin,male,1977,Physiology/Medicine,1/4,for their discoveries concerning the peptide hormone production of the brain,The Salk Institute
Q107402,Rosalyn Yalow,female,1977,Physiology/Medicine,1/2,for the development of radioimmunoassays of peptide hormones,Veterans Administration Hospital
Q295706,Daniel Nathans,male,1978,Physiology/Medicine,1/3,for the discovery of restriction enzymes and their application to problems of molecular genetics,Johns Hopkins University School of Medicine
Q108896,Hamilton O. Smith,male,1978,Physiology/Medicine,1/3,for the discovery of restriction enzymes and their application to problems of molecular genetics,Johns Hopkins University School of Medicine
Q115495,Werner Arber,male,1978,Physiology/Medicine,1/3,for the discovery of restriction enzymes and their application to problems of molecular genetics,Biozentrum der Universität
